PDB_ID	Chains
5GHQ	A,B
7JW8	A,B,C,D
6X5H	A,B,C,D
1TPB	1,2
3OEX	A,B,C,D
1WUP	A,B,C,D
7MWU	A
7DYQ	A
7MGR	A,B
6LU7	A,C
5RUF	A,B
4UMX	A,B
1CQG	A,B
7YKE	A,B,C
5SPY	A,B
4UH1	A,B
2O4U	X
4YU9	A,B,C
1ZFK	A
4A9C	A,B
8EJ9	A
2POV	A
4HD7	A,B
5QDE	A
6H11	A
7NG4	A,B,C,D,E,F,G
6U8N	I,A,J,B,K,C,L,D,M,E,N,F,O,G,P,H
5SMA	D
1RRC	B,A
7PM4	A,B,C,D
2VGZ	A,B
5EJM	A,B,C,D,E,F,G,H
3KR1	A,B
6H5W	A,B,C
2DWP	A
1D8A	A,B
4CKZ	A,B
4PPV	A
3U31	A,B
3L8H	A,B,C,D
7LZW	A,B
6ZXK	A,B,C,D,E,F,G,H,I,J
6A7C	A
7R7H	A,B
5LLH	A
8FR2	A
6PRJ	A
2WLZ	A
3KMN	A,B
3UFS	A,B
4PRT	A
7MB3	A,D,C,B,E,F
3VF5	A,B
6CBG	A,B,C
2PY4	A
1N9K	A,B
4CIB	A,B,C
4MAT	A
7MAQ	B,A
4HOO	A,B
7BLE	A,B,C,D
7OQN	A,B
2ATF	A
3SH0	B,A
2E91	A,B
1R51	A
1CGT	A
2IGO	A,B,D,C,E,F,H,G
1KKB	A
3MSL	A
3I2J	A
3UP5	A,B
4FGT	A,D
3T3C	A,B
4RTZ	A,B
5D12	A,B
4BFX	A,B
5TLH	A,B,C,D
5MTF	A,C
5JZB	A,B
5UCO	A,B
1A5H	C,A,D,B
4XV5	A
4C39	A,B
5HC4	A,B,C,D
5UNX	A,B
3Q18	A,B
6YGV	A
5ZZJ	A,B,C,D
1E8N	A,I
5SLZ	D
6W0Q	A,B,D,P,V
5QCO	A,B,C
1ZMX	A,B,C,D,E,F,G,H
8H6D	C,D,E,F,B,A,G,H
7N89	A,B,C,D
2ZEB	A,B,C,D
2WSQ	A,B,C,D
1NX6	A
7RVN	A
4XU3	A,B
1C4U	1,2,3
3K5H	A,B,C,D
1ABN	A
1HJA	A,B,C,I
4TXE	A
4D5G	A,B
2AEB	A,B
4ZLF	A
1PIN	A
5SR4	A,B
7E5X	A,B,C,D
3D4U	A,B
7CGQ	A,B,C,D
1IVX	A,B
1S2Q	A,B
1GXD	A,B,C,D
3ZVH	A,B
5HC3	A,B,C,D
7TED	A,B,C,D,E,F,G,H,I
7BIU	A
4X4V	A,B,C,D
1FBG	A,B
6DQO	A
5PNC	A
6H94	A
1AQ2	A
2HRB	A
1UGA	A
7A3N	A,H,L
6TAC	A,B
6BQ0	A,B
6DDQ	A,B
3F8E	A
1T7N	A
4CIW	A
6XZ2	A,B,C
5S3Q	A,B
4G37	A,B
1T25	A
2O3H	A
5YA2	A,B,C,D
6NHE	A,B
5BVU	A
3IWJ	A,B
2J30	A,B
5DC8	A,B,C,D
4WJY	A,B
6Q3W	A,B,C,D
6HQF	A,B
6JKB	A,B
7FEM	A,B,C,D,V,E,F,G,H,I,J,K,L,M,O,P,Q,R,S,T
5Z3A	A
7AOG	A,P
6AMI	A,B,C,D
4TSR	A
7ZIJ	A
6YC8	A
6UA4	A,B,C,D,E,F,G,H,M,N,O,P,I,J,K,L
1KKF	A
3C1N	A,B,C,D
3WK2	A
6QBS	A,B
4DFU	A,B
5BYF	A,B
5E9F	A,B,C,D
5GHY	B,A
4C3T	A,B
1CXL	A,B,C,D,E
5L7F	A,B
1LRU	A,B,C
1SYN	A,B
2C6C	A,B,C,D
1DLG	A,B
1IF6	A
1TLX	A
1JZ2	A,B,C,D
7MOU	A
4P08	A
4QG6	A,B,C,D
5PHB	A
1BD0	A,B
3WQP	A,B,C,D,E,F,G,H,I,J
4HAB	A,B,C,D,E,F
4G3I	C,D,E,F,A,B
4Q4R	A
5ALM	A
4LVF	A,B
5RTT	A,B
3DFN	A,B,C,D
2XEG	A,B,C,D,E
1JU4	A
4XTW	A,B
5ZWA	A,B
3NY4	A
2J4H	A,B
5TFN	A,B
6KG2	A,B
4P7X	A
4UGC	A
1GAI	A,B,C,D
4C9T	A,B,C,D,E,F
4B5X	A,B
3PKB	A
4B66	A
1X8H	A
4S0Q	A,B
1SFF	A,B,C,D
5ZP5	A,B
2YX9	A,B
1MRA	A
3H2E	A,B
2R24	A
3RU4	T,B,C,D,E
2RJ5	A
1R7U	A,B
2Q63	A,B
8E9D	A,B
5O72	A
2IWM	A,B,C,D
2WK3	A,B,C,D
6TT4	A,B,C,D,E,F,G
5QC2	A,B
1RE7	A,B
6W1I	A,B,C,D
2O53	A,B
2X7T	A
1AJM	A
2JXY	A
2O7S	A
1KYA	A,B,C,D
4ARC	A,B
5N5O	A
3EQD	A
4GA8	A
7ONU	A,B,C,D,E,F,T
2WE1	A
3AY0	A,B
2IKO	A,B
3AQI	A,B
6E7I	A,P
5EIN	A,B,C
4GJJ	A,B,C,D
2G27	A,B
3L9N	A,C
3SY8	A,B,C,D
3HWW	A,D
1W79	A,B,C,D
1BNN	A
6E07	L,C,F,N,Q,T,W,B
1YB7	A
7RXX	A
1CBH	A
1SZS	A,B,C,D
6EMT	A
2PB1	A
3S8X	A
2PF8	A
3HCD	A,B
3TU7	L,H,I
6MB6	A,B,C,D
1T7C	A,B,C,D
2OG7	A
3AIM	A,B,C,D
1AJA	A,B
4J7Y	A
6UWB	A,B
7P09	A,B,C,D,E,F,G
5GGN	A,B
6ATJ	A
2YD6	A
1W6C	A
6E41	A,B,C,D
2QDP	A
7EVR	A,B,C,D
7VCJ	A
5C7L	O,R
4A73	A,B,C,D
2R2M	A,B,H
2ZDA	L,H,I
1ALK	A,B
5O22	A,B,C,D
1BTC	A,B
4DMX	A
4OLC	A,B,C,D
1JYX	A,B,C,D
5L9Y	A,B,C
5ISL	A
5CIC	A,B,C,D
7UFL	A,B,E,F,C,D,J
3MVJ	A,B,E,I,J,K
6OZM	A,B,C,D
1OS0	A
5T37	A
6B8T	A
6W4C	A
5O70	A
6ZMT	B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,a,b,d,e,f,g,j,2,i,u
3RZ0	B
1R3T	A
5S4C	A,B
6B10	A,B
3AYU	A,B
4D6S	A
4YOC	A,C
6JUJ	A,B
5S30	A,B
1U2Y	A
3NS7	A,B
5IMI	A,B,C,D
3G58	A,B,C,D
6AG5	A
7JNW	A
5THT	A,B,C,D
5LMD	A
1HKW	A,B
4AIE	A
4JWS	A,B,C,D
6N5G	A
4C1K	A,B,C,D,E,F
2IJA	A
3ZGF	A,B
3WZY	A
4KUY	A
2OGQ	A
5GIR	H,L,A,B,C,D
5WHQ	A,B
1Y2B	A,B
8XIM	A,B,C,D
3K1W	A,B
2VP9	A,B,C,D,E,F,G,H
2PYM	A,B
1GU0	A,B,C,D,E,F,G,H,I,J,K,L
5Z6U	A,B
3R7N	A,B,C,D,F,E
8AUO	B,A
5PID	A
3EE0	A,B
4HBG	A
4IET	A
8I1G	A,B
3QVP	A,B
1ZJH	A
5HFA	A,B,C,D
2Y9W	A,B,C,D
5AK6	A
7RZH	A,B
3C2Y	A
6VO5	A,B,C,D
7VLG	A,B
3EUX	A,B
6FZK	A
4FE3	A
1WOF	A,B
1GMR	A,B
2G76	A,B
5HY5	A,B
6XLT	A
6APY	A
2Y8B	A
3KIG	A
4YWB	A,C
3CGT	A,B
4CM4	A,B,C,D
4NBD	A,B,C,D,E
1IOW	A
2O2Y	A,B,C,D
4AF7	A,B
1DAK	A
6EOK	A,B,C,D
2G70	A,B
2ZI2	L,H,I
3BG6	A,B,C,D,E,F,G,H
8AUM	A,B
2RDQ	A
1FIT	A
6SXV	A,B
2G47	A,B,C,D
1DE9	X,Y,Z,U,V,W,A,B
5XU7	A,B,C
5EBK	A,B
6XML	A,B
1THL	A
1LQT	A,B
8AWU	A
6NU6	A,B,C,D
7VXM	A,C,D,B
1AIX	L,H,I
6GVT	A,B
1LON	A
1A5P	A
1Y6R	A,B
4NBN	A,B
7SY4	B,E
1KV3	A,B,C,D,E,F
1KY4	A,B,C,D
2IIZ	A
1AF4	A
3WQH	A,B
2X40	A
1AXW	A,B
6M2Z	A
1JGT	A,B
5DB5	A,B
5QA9	A,B,C,D
3QCP	A
2MDC	A
3R3G	A,B
3QRO	A,B
5PNK	A
7SY8	B,E
7BO3	A,B,C,D
6ALZ	A,B
3DR4	A,B,C,D
4H0D	A,B
6H7C	A
5YOF	A,B
1U9V	A
1UI7	A,B
2QJR	A,B,C,D,E,F,G,H
2Z2B	A
4YPU	A,B
7CP1	A,B
3KOO	A
5PAC	A,B
5NPF	A
6C55	A,B
6HGT	A,B,C,D,E,F,G,H
4HWS	A,B
3NCK	A
5LAT	A
5SYS	A,B
6DUM	A
4KQG	A
4HNV	A,B,C,D
3RB0	A,D,E,B,H,J
2DU2	A,B,C,D
1K3W	B,C,A
5PJG	A
1U0B	A,B
6H92	A,B
6MP5	A,B,C,D
6TL6	A,B,C,D
2VGJ	A,B,C,D
4ZP1	A,B,C,D
4GWU	A
3CZH	A,B,C,D
8GFU	A
2VPS	A
7NET	A,B
5SMN	A
1MPL	A
7X8H	A
4JJF	A,B
3DHA	A
2I03	A,B,C,D
4I5X	A
5ALW	A
1R3F	A
6YRT	A,B,C,D,E
3O2Y	A,B
1K8C	A,B,C,D
2EX8	A
2EC9	L,H,T,U
7UN4	A,B,C,D,E,F
6NXR	A
5Z6L	A
4KPN	A,B,C,D,E,F,G,H
6TD8	A
1X96	A
2QV1	A,B,C,D
7P0M	A,B,C,D,E,F,G,I,J,M,H,L,K
4HT0	A
1Q0P	A
4GRN	A,B,C
6G3Q	A
5TK3	A
4OLG	A,B
4LB4	A
5A8A	A,B
7FH9	A
4A79	A,B
4N2E	A
1VG3	A
4JZF	H,L
8B7R	A,B,C,D,E,F
6C6G	A,B,C,D
5ICM	A
1G5A	A
3RYV	B
2EXJ	A,B,C,D,E,F,G,H
2F9N	A,B,C,D,E,F,G,H,I,J
1Z5O	A,B
1SRN	A,B
3LTY	A,B
3KOY	A,E,B,F,C,G,D,H
3H22	A,B
5V21	A,B
5PJ0	A
5XZC	A,B,C,D,E
3PFH	A,D
2H1W	A
4QYX	A
2VNM	A
6XEE	A
5CKX	A,B,C,D
2Y7A	A,B,C,D
3T9B	A
6JU1	A
2OP2	A
3ECA	A,B,C,D
1YJY	A
4I8A	A,B,C,D
1AEJ	A
2AMQ	A,B,C,D
7MAO	B,A
1CDG	A,B,C,D
1TOE	A
5F37	A,B,C,D
1OZQ	A
3ZV3	A,B
6Y2Y	A
7RK7	A,B,C,D,E
5NZ7	A,B
4D5I	A,B
7W33	A
3T2H	E
3A17	A,B,C,D,E,F,G,H
5SOQ	A,B
1FDZ	A,B,C,D
3WAT	A,B
1PJ3	A,B,C,D
2GF7	A,B,C,D
6IGA	A,B,C,D
1VGA	A,B,C,D
6GD4	A,B,C,D
1PX6	A,B
5S6Z	A,B
5A5Z	A,C
3DKK	A,B,C,D
7NEV	A,B
4D8C	A,B,C
1BZQ	A,B,C,D,K,L,M,N
3DDN	A,B
1QXR	A,B
4PKR	A
6C4K	A,B,C
1WV7	L,H,T
7RFF	A,B,C,D,E,F,G,H
1POP	A,B
1PI5	A,B
5PLL	A
4Z1J	A
6GCQ	A,B,C,D
7FRK	A
4XAE	A,B
5QIH	A
5ZPM	A,B
6ABU	A,B
4LRC	A,B,C
1YPI	A,B
3WKG	A,B
6G1O	A
2W8K	A,P,T
5HU1	A,B
5YTC	A,B,C
4N9D	A,B
1KVQ	A
4AL2	A,B,C
5W3U	A,B,C,D
6O1F	A,H,I,L
1EUN	A,B,C
3ONC	A
2BYJ	A,B,C
3HXW	A
8AD7	A,B
3QX7	A
4A6N	A,B,C,D
4HWR	A,B
1MIW	A,B
1HZW	A,B
3S1V	A,B,C,D,E
7MU3	A
5OBC	A,B
2V91	A,B
3P4V	A
7RK5	B,A
5ZF7	A
5D6X	A,B
6MGR	A,B,C,D
5C8U	A,B,C,D
5PMQ	A
1FPE	A,B
4M6U	A,B
4PCU	A,B
1G99	A,B
3B1U	A
3TY9	A,B,C,D
5PZZ	A,B,C,D,E,F,G,H
1ZJ7	A
3J7H	A,B,C,D
2PGN	A,B
3LII	A,B,C,D
4J0P	A
5RFO	A
7WNM	B,A
1EYK	A,B
4LIX	A
4QHC	A
2DKO	A,B,I
3OCY	A
3A15	A,B,C,D
3FCF	A
3ZN0	A,B,C
6DMI	A
2X1U	A,B
2DR9	B,A
4U1A	A,B,C
5KA9	A
1ISO	A
6XTR	A,C
4ZSR	A,B
6MRI	A
6OL4	A
1B57	A,B
4K0Z	A
5V5R	B,A
7NE5	A
3RQM	A,B
4R3Z	A,B,C
3O4U	A
2FYV	A
4YXO	A
5U04	A
3SHZ	A
5JWK	A
5I6S	A,B
2PS8	A,B
5CDS	A,B
2QTH	A
4AB1	A
1ZJK	A
5S4G	A,B
4GWV	A
6AZN	A,B,C,D,F,G,H,I
4LV3	A,B
5GHZ	B,A
2V9Z	A
5SQ9	A,B
6QAC	A,B,C,D
6NXW	A,B,C,D
6PAC	A,B,C,D
5JTO	A,B,C,D,E,F,G,H
3WWO	A,B
1RBX	A
4FNT	A,B,C,D,E,F,G
2FV7	A,B
4FXP	A,B,C
2O4S	A,B
3HXZ	A,B,C,D
5QAG	A,B,C,D
5DGT	A
1P8P	A,B,C
2WIK	A,B,C,D
3SCL	A,B,E,F
7AH5	A,B
2VW8	A
2HA0	A,B,C
7NNG	B,A
2XSS	A,B
1CHO	E,F,G,I
5MAT	A,C
3M8Z	A,B,C
4CXY	A
2DSD	A,B
3P3I	A,B,C,D,E,F
7XBG	A,B,C,D,E,F
5V2U	A
4CIY	A
5PN1	A
4KQW	A,B
5ZOW	A,B
5PHX	A
4RSK	A
2ZZ6	A,B
7AQE	A
6Q52	A
1T26	A
2RK8	A,B
7LCQ	A
1XIC	A
1OSE	A,B
6RFK	E,S,I
3SAD	A
1WBH	A,B,C
4BMS	A,B,C,E,F,K
3SI4	L,H,I
6YYX	A,B
1RWB	A,B,E,F
4CW3	A
4XX7	A,B,C
1L4E	A
6YHE	A
6QRS	A
5M1I	A
7A32	A,B,C,D
1XXN	A
3N76	A
3FM6	A
6YW3	A,B,S
8HTA	A
3WQ1	A,B
4PFJ	A,B
2JZE	A
1B5P	A,B
6AFL	A
3ZVW	A,B,C,D
3X09	A,B
1WBQ	A,B,C,D
3KP1	A,E,B,F,D,H,C,G
6WWX	A,B,C,D,E,F,G,H,I
6NGU	A,B
3PIC	A,B,C
6GBX	A,B,C
3OTQ	A
5CCU	A,B
4RLI	A
1UGR	A,B
4JR2	A,B,C,D
2Q3M	A
4N5N	A,B
5HGV	A,B,C,D
2AEK	A,B
3C45	A,B,C,D,E,F,G,H,I,J,K
1KH5	A,B
2OPF	B,C,A
1F4F	A,B
1PZ2	A,B
2OHX	A,B
5L8P	E
2UUH	A
2ZJN	A
2W9B	A,B,C,D,E,F
4GJD	A,B
3D2D	A,B
2JI8	A,B
1MEH	A
1EYI	A
2YZC	A,B,C,D,E,F,G,H
1UTE	A,B
1XIG	A
4L8V	A,B,C,D
1D2G	A,B
4JR0	A,B,C,D
7JZ8	A,B
1GAL	A,B
1SZZ	A,B,C,D,E,F,G,H
8AQS	A,B
7XVH	A
6QA5	A
5IQ6	A
7WOH	A,B
1RNO	A
5F7X	A,B,C
4B7E	A,B
3RAX	A,D,E,B,H,J
3S8E	A,B,C,D,E,F,G,H
1Q84	A,B
3MDT	A,B
8FAL	A
1LNE	E
4CLX	A,B,C,D
3KME	A,B
5DMN	A,B
5SWN	A,B
2Q11	A,B,C
2GGQ	A
3WUY	A,B
7KFI	A,B
2WO0	A,B
5SQU	A,B
2A0K	A,B
6BTN	A,B
5AG0	A,B,C
6W45	A
3IWD	B,A,D,C
7Z2W	A
6OX0	Y,A,Z,B
6V8F	A,B
3U4W	A,B
4EU5	A,B
1I2P	A,B
1UDU	A,B
7XN5	A,B,C,D
1ABJ	L,H
5W6O	A,B
4Y0J	A
4GCH	E,F,G
5AQ0	A,B
1SUG	A
6PN4	A,B
5DC7	A,B,C,D
5LOQ	A,B,C,D,E
5L50	A
4A0F	A,B
8A5B	A,B,C,D,E,F,G,H
7UCA	A,B
2BTN	A
2KGG	A
1VE6	A,B
4OC4	A,B,C,D,E
5C1L	A
4E3I	A,B
7L0H	A
7M23	A
4MOG	A
1KSZ	A
1WL6	A
3H9A	A,B
3OCX	A
6BQK	A,B
3T9M	A
5RVE	A,B
3O4I	A,B
6DDH	A
4LTS	A,B
6YIQ	A,B
5RT6	A,B
8OHY	A
7BGW	A,P
2F6Z	A
5ZPA	A,B
5PNJ	A
1AV4	A
1D7D	A,B,C,D
5XHW	A
2AKE	B,A
5SLP	D
2NSL	A
1AVK	A
7JTH	A,B,C,D,E,F,G,H
2CN1	A
1OV6	A,B,C
3RC4	A,B
5SZ3	A
1KE3	A,B
4RD3	A
6APZ	A
4N9B	A,B
5UQO	B,A
2BO4	A,B,C,D,E,F
5MGU	A
3BXN	A,B,C
1GHX	L,H,I
4P36	A
8AUE	A,B
7NOZ	A,B,C,D,F,R,E,G,H,I,J,K,L,M
4B0O	A,B,C
1LBZ	A,B
4X6I	A
2ZQT	A
5FNZ	A,B
8DWK	A,B,C,D
4LR9	A,B,C
6UFB	A
3QJ7	A,B,C,D
2Z5U	A
7R5Q	A,B,C,D
5QEN	A
1WAM	A
7O0O	A
1U5A	A
1IPF	A,B
7BDT	A,P
1C54	A
7U49	A,B,C
1HZV	A
1YJ4	A,B
1E48	P
4W5Z	A
2FKM	X
3DC9	A
1Q2S	E,F,A,B,C,D
3V11	A,B,C,D
2J1A	A
2PWF	A,B,C,D
4X9V	A,B
3DFT	A,B,C,D
7QAM	A
7YX7	A
6GBJ	A
4XUI	A,B,C
5SPR	A,B
1S5T	A,B
2VFI	A,B
3BUQ	A
6CWA	A,B
6KQW	A
1Y8J	A
4X8T	H,L
6NGN	A,B
3M2F	A
7QUL	A
2WCG	A,B,C,D
5RVR	A
5PAY	A,C
4ITG	A,B
8DIH	A
7S70	A
2CZT	A
3DLJ	A,B
4DNL	A
6VY9	A,B,G,H,F,D,E,C
1AMR	A
5G6I	A
4BGI	A,B,C,D,E,F
2EW5	A
1NC3	A,B
1ABI	L,H,I
2NNG	A
4C9X	A
7Q9W	A
6BPS	A
5SA8	A,B
5U08	A,B,C,D
3VZJ	A,B,C,D
3L62	A
5YAS	A
5FGB	A,B,C,E,F,G
3D0G	A,B,E,F
3FL0	A,B
1DRA	A,B
2PGO	A,B
3HLF	A
2Z9W	A,B
3DBH	A,B,I,C,D,J,E,F,K,G,H,L
6ZWE	A,B,C,D,E
8DLB	A
1B4K	A,B
4EME	A,B,C,D
5PH5	A
3PRJ	A,B,C,D,E,F
6PDG	A
7LA3	A,B
4YYO	A
4UBH	A
5T9I	A
7RTG	A,B
7DX4	A,E,H,L
6B7Z	A,B,C,D,E,F
4V2V	A,B,C,D
6R50	A,B,C,D
1BS5	A,B,C
3E8Q	A,B,C
1RVU	A,B
7KEN	A
4HTB	A
5BX2	A
5BSF	A,B,C,D,E,F,G,H,I,J
3F3K	A,B
2BBQ	A,B
3FWI	A
3EFV	A,B,C,D
5RU3	A,B
1PG2	A
5JZM	A,B,C,D,E,F
2A85	A
7WT0	A,B
7P0G	A
1RXX	A,B,C,D
3N2P	A
3BOX	A,B
6VG0	A,B,C
4BC2	A,B,C
2OHK	A
2FE6	A
3SWC	A,P,B,Q
5RU6	A,B
5N2X	E
4A5B	A,B
5W3Q	A
4D9G	A,B
2VEK	A,B
2NZM	A,B
7KD9	A,B,C,D,E,F,G,H,I
6AAQ	A
2FLI	A,B,C,D,E,F,G,H,I,J,K,L
5JU6	A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,a,b,c,d,e,f
6PPT	A
1HF3	A,B
3OVB	A,B,C,D
1MF1	A
4FOX	A,B,C,D,E,F,G,H
1M3H	B,C,D,A
2PES	A
4EBP	A,B,C,D
1TJS	A
1LY4	A
3MYQ	A
2UUK	A,B,H
1Q6T	A,B
3ENM	A,B,C,D
5PIZ	A
2GG3	A
2GB0	A,B
6HRD	A,B,C,D,E,F
1UJ1	A,B
3KSD	Q,R,O,P
6INE	A,B
5OCR	A,B,C,D
5SR1	A,B
4ID4	A
3VSU	A,B,C,D,E,F,G,H
1NU9	A,C,D,F
7WIS	A,B
5PHK	A
2AGD	A,B,C,D,E,F
3KJQ	A,B
1RPZ	B,A
4C1F	A,B
5S38	A,B
2RK3	A
6VAQ	A
2PW3	A,B
3FAI	A
5M16	A
1H9A	A
1JU3	A
1BSI	A
1PJ4	A,B,C,D
6C8P	A
3NXY	A
2A1N	A,B
6NA4	A,B,C,D
7K6U	A
3PW0	A,B,C
6GLO	A,B
3D7H	A,B,C,D,E
3DGR	A,B
4UXD	A,B,C,D
6JWS	A,B
1JKY	A,B
5QF3	A
6W4T	A,P,V,B,C,F
5YTG	A,B,C
8BZV	A,B
1EW9	A,B
5PJD	A
3USS	A,B
3ONB	A
1Q6G	A,B,C
6WRZ	A,B
6UFD	A
1F9Z	A,B
4QCK	A
2WQ8	A
2V7O	A
3F3V	A,B
2HJP	A
5S72	A,B
1H9B	A
7QJL	A
6O33	A,B
4HJX	A,B
6NGP	A,B
5CQJ	A,B
3ZIU	A,B
4GYY	A,B,C,D
4KQJ	A
4HPV	A,B
6KFE	A
6B2C	A,B,C
3G7J	A,B
3WMS	A
6ICO	A,B,C
5GV4	A
2CHA	A,B,C,E,F,G
3S4X	A
6UC1	B,A,D,C
1W8Q	A,B,C,D
5Z5H	A
3DD8	A
3LBG	A
4Z6K	A,B,C,D
3OIK	A
7M04	A,B
4AUM	A,B,C,D
4FWK	A
3PFJ	A,B,C
5LBF	A
4NDN	A,B,C,D,E,F
5XS6	A
1AHT	L,H,I
5CJU	A,B
8D5R	A,B
1YON	A
8AM1	A,B,C
1NWH	A,B
3BVT	A,B
2GTB	A
3D6N	A,B
4XDP	A,B
2M2F	A
3ZUG	A,B
6AFG	A
3W0T	A,B,C,D
4I70	A
4CW0	A
1GQO	A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,X,Y
1KTN	A,B
2XUG	A,B
6UVV	A,B
7SCP	A
4MCV	A,B
3GUG	A
6AOD	A,B,C
5MA7	E
2H5L	A,B,C,D,E,F,G,H
5LMZ	A,B
2ANM	H,L
5ANV	A
4PB3	A,B
2J5W	A
4X4O	A,B,C,D
2ZWL	L,H,T
4I3L	A,B
3HW1	A,B,C
3D1V	A
1AJN	A,B
1OQ9	A
5ER8	A,B
5HNU	A,C
1NZZ	A,B,C,D,E,F,G,H
6V52	A,B
1X97	A
2XQK	A,B
5JQY	A,B
1F29	A,B,C
7FRH	A
4LZ1	L,H,D
7KEG	A,B
7PSC	A,B
7MSO	A,B,E,F
1JQD	A,B
3N0H	A
3RBD	A,D,E,B,H,J
6JD8	A
5XSA	A
4OKF	A,B
6VYA	C,A,V,E,G,B,D,F,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,W,X
5ZGR	A,B
2AXN	A
6S6W	A,B
4Y8W	A,B,C
5X0G	A
3WR0	A
4C2N	A,B
5E9B	A,B,C
6IM3	A,B,C,D,E,F
3JX1	A,B
5SPI	A,B
8CR3	A
6VMV	A,B,C,D
5SS9	A,B
5JQ0	A
6EHJ	A,B
7NJG	A
2P4A	A,B,C,D
3H98	A,B
6BMT	A,B
2OQ4	C,D,E,F,A,B
2BXR	A,B
4ODM	A,B,C,D,E,F,G,H,I,J,K,L,M
2XUW	A
5W07	A
3JWE	A,B
6KCM	A,B
2DUA	A
2WF0	A
1QPO	A,B,C,D,E,F
6EFJ	A
1M0O	A
1MLY	A,B
4CKX	A
2QCH	A,B
4LV1	A,B
4Q1N	A,B
3M20	A,B,C
5NFU	A,C
4J9T	A
4KQX	A,B
1TFW	E,H,F,I,G,J,A,B,C,D
6J3H	A,B,C,D
2F2H	A,B,C,D,E,F
3LY6	A,B,C
5QFP	A
3BHR	A
1K2S	A,B
6PPE	A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,X,Y,Z,1,2,3
6AFC	A
5N34	E
2GT3	A
3FF6	A,B,C,D
4A7X	A,B,C,D,E,F
6AM9	A,B,C,D
7QFB	A,B
2WBA	A,B
6I5Y	A,B
3PKS	A
2O4P	A,B
3NM2	A
7NTS	A
4S0Z	A
2TSC	A,B
5M3N	A
4IES	A
7XEF	A,B,C,D
4E9C	A,B
6T9G	A,B,C,D,E,F,G,H
4OJT	A
2X30	A
2CM8	A
2WEG	A
5KIT	A,B
1CEG	A
3KRG	A,B
5SMG	D
6BV9	A
4O13	A,B
2XAO	A,B
5CP4	A
4AMA	A,B,C,D
3NJ9	A
1Q4S	A,B
1CVZ	A
1RHR	A,B
6ODC	A,B,C
4F95	A
6BMQ	A
1IIQ	A,B
6F2U	A,B
7DKV	A,D
3JVX	A,B
2AIO	A
1JD7	A
2JCM	A
3MSR	A
6IMI	A,B
3T8H	A
5RH0	A
1Q7T	A,B
3N57	A,B,C,D
1CC2	A
5YT3	A,B,C,D
3HB8	A,B,C,D,E
1QWC	A
5TIF	A
1PWU	A,B
1AKM	A,B,C
5F8P	A
5GHP	A,B
3OVA	A,C
2X8F	A,B
1V8R	A
1DAO	A,B,C,D,E,F,G,H
5E3A	A,B
5RUV	A,B
3SA2	A,B
4E3K	A,B
5N5H	A
3NJ4	A,B,C,D
4X5K	A,B
4F5K	A,B
3SDT	A
8OQE	A
4R7L	A
7R3U	A,B,C
3MNH	A
3N2R	A,B
3OWY	A,B,C,D,E,F,G,H
3IDH	A
5OPC	A
2NOL	B,C,A
2ZHT	A
3GGP	A,B,C,D
2BKT	A,B
8DID	A,B
5O2I	A,B
4B80	A,B
5W8Q	A,B
4IS5	A
2YBX	A,B
7QGY	A
4ZOE	A,B
2HDS	A,B,C
1OEO	X
5WYA	A,B,C,D
3FUQ	A
4K1X	A,B
7N7J	A
1ASF	A
2HXM	A
5PIV	A
2PG8	A,B,C
2AQI	A
5EOW	A
2RBU	X
3MYT	A,B,C,D
6JIL	A,B,C,D
6B90	A
7Q24	A,B,C,D,E,F,G
1L4G	A
3OH4	A
3EU0	A
2FFU	A,P
6H4Q	A,B,C,D
2OW9	A,B
3IUJ	A
3COU	A
2XU4	A
1XXJ	A,B,C,D
2G0A	A,B
2PVQ	A
1RSZ	A
4ZLG	A
7WHH	A,E,B
5VRP	A,B
4FWS	A
1K5C	A
1O0D	L,H,D
2J62	A,B
4JQY	A,B
1UMK	A
3I1F	A,B
7CJM	B
2QA3	A
2BMX	A,B,C
1RE1	A,B
1XS6	A,B,C,D,E,F
5COJ	A,B,C,E,F,H
7XGJ	A,B,C,D,E,F
3DHG	A,B,C,D,E,F
3IW0	A
5RGJ	A
6D1G	A
4BK2	A
4UHW	A
2OW7	A
6OBR	A,B,D,E
6TWB	A,H,B
2ZED	A,B
4CXQ	A,B
2ZQR	A,B,C,D,E,F
6RND	A
1L5L	A
5QFC	A
6OZS	A,B,c,C,d,D
3DI9	A
7QHD	A,B,C,D
1SJ2	A,B
5H3Z	A,B
1DZZ	P
2POU	A
3IOG	A
8BYP	N,X
5QEQ	A
4GDY	A,B
5SQD	A,B
4IFH	A,B
3KPJ	A,B
2B82	A,B
7M9N	B,A
5RLL	A,B
4FRO	A
1KJI	A,B
5S3J	A,B
3T0D	A,B,C,D
3HQR	A,S
5CBB	A
4XS1	A,B,C,D,E
3E8Z	A,B,C
4BWL	A,B,C,D
3DXH	A,B
5SOK	A,B
7EIP	A
