EC_number	Organism_name	Protein_file	Mol_file	pH	Temperature	Km_value_with_ref
2.7.4.6	Halobacterium salinarum	2AZ3.pdb	mol_2559.sdf	7.5	30°C	[(8.1, '70'), (6.1, '70')]
2.7.4.6	Trypanosoma cruzi strain CL Brener	6XP7.pdb	mol_2746.sdf	7.5	35°C	[(0.86, '90'), (0.47, '90')]
2.7.7.1	Homo sapiens	1NUP.pdb	mol_11.sdf	-----	-----	[(0.13, '37'), (0.07, '37,49')]
2.7.7.27	Escherichia coli	5L6V.pdb	mol_810.sdf	8	37°C	[(0.59, '80'), (0.3, "{39: 'Characterization of Chimeric ADPglucose Pyrophosphorylases of Escherichia coli and Agrobacterium tumefaciens. Importance of the C-Terminus on the Selectivity for Allosteric Regulators,2002', 76: 'ATP binding site in the plant ADP-glucose pyrophosphorylase large subunit,2006', 131: 'Deciphering the kinetic mechanisms controlling selected plant ADP-glucose pyrophosphorylases. Arch. Biochem,2013'}")]
2.7.7.27	Solanum tuberosum	1YP2.pdb	mol_2191.sdf	7.4	37°C	[(0.1, "{76: 'ATP binding site in the plant ADP-glucose pyrophosphorylase large subunit,2006', 131: 'Deciphering the kinetic mechanisms controlling selected plant ADP-glucose pyrophosphorylases. Arch. Biochem,2013'}")]
2.7.7.27	Solanum tuberosum	1YP2.pdb	mol_810.sdf	7.4	37°C	[(0.31, "{76: 'ATP binding site in the plant ADP-glucose pyrophosphorylase large subunit,2006', 130: 'Transcriptional regulation of the ADP-glucose pyrophosphorylase isoforms in the leaf and the stem under long and short photoperiod in lentil,2013', 131: 'Deciphering the kinetic mechanisms controlling selected plant ADP-glucose pyrophosphorylases. Arch. Biochem,2013'}"), (0.19, "{4: 'Pyrophphosphorylases in Solanum tuberosum, III. Purification, physical, and catalytic properties of ADPglucose pyrophophorylase in potatoes,1982', 76: 'ATP binding site in the plant ADP-glucose pyrophosphorylase large subunit,2006', 80: 'Molecular architecture of the glucose 1-phosphate site in ADP-glucose pyrophosphorylases. J. Biol,2006', 86: 'Catalytic implications of the higher plant ADP-glucose pyrophosphorylase large subunit,2007', 115: 'Phylogenetic analysis of ADP-glucose pyrophosphorylase subunits reveals a role of subunit interfaces in the allosteric properties of the enzyme,2009', 117: 'Probing allosteric binding sites of the maize endosperm ADP-glucose pyrophosphorylase,2010', 131: 'Deciphering the kinetic mechanisms controlling selected plant ADP-glucose pyrophosphorylases. Arch. Biochem,2013'}"), (0.3, "{39: 'Characterization of Chimeric ADPglucose Pyrophosphorylases of Escherichia coli and Agrobacterium tumefaciens. Importance of the C-Terminus on the Selectivity for Allosteric Regulators,2002', 76: 'ATP binding site in the plant ADP-glucose pyrophosphorylase large subunit,2006', 131: 'Deciphering the kinetic mechanisms controlling selected plant ADP-glucose pyrophosphorylases. Arch. Biochem,2013'}")]
2.7.7.4	Penicillium chrysogenum	1M8P.pdb	mol_2798.sdf	8	30°C	[(0.0005, '51'), (0.0004, '51')]
2.7.7.43	Mus musculus	1QWJ.pdb	mol_2805.sdf	-----	-----	[(0.07, '39'), (0.045, '39'), (0.063, '39')]
2.7.7.43	Mus musculus	1QWJ.pdb	mol_2557.sdf	-----	-----	[(0.043, '39'), (0.042, '39'), (0.034, '39')]
2.7.7.64	Leishmania major	3OH3.pdb	mol_2559.sdf	7.8	25°C	[(0.116, "{10: 'Leishmania UDP-sugar pyrophosphorylase: the missing link in galactose salvage?. J. Biol,2010'}"), (0.098, "{10: 'Leishmania UDP-sugar pyrophosphorylase: the missing link in galactose salvage?. J. Biol,2010'}")]
2.7.7.7	Saccharolobus solfataricus	1JX4.pdb	mol_2832.sdf	the	60°C	[(0.403, '386'), (0.287, '386'), (0.279, '386'), (0.232, '386')]
2.8.1.2	Homo sapiens	4JGT.pdb	mol_2848.sdf	7.4	37°C	[(17.0, '57'), (16.0, '57')]
2.8.1.2	Homo sapiens	4JGT.pdb	mol_721.sdf	7.4	37°C	[(4.5, '57'), (4.1, '41'), (3.8, '57')]
2.8.1.2	Homo sapiens	4JGT.pdb	mol_1667.sdf	10.5	37°C	[(4.5, '44'), (4.45, '44')]
2.8.1.2	Homo sapiens	4JGT.pdb	mol_1645.sdf	10.5	37°C	[(2.69, '44'), (2.59, '44')]
2.8.2.38	Arabidopsis thaliana	5MEK.pdb	mol_2913.sdf	9	37°C	[(0.1, '1'), (0.055, '1')]
2.8.4.2	Corynebacterium glutamicum	3RH0.pdb	mol_1285.sdf	and	-----	[(0.142, "{1: 'Arsenate reductase, mycothiol, and mycoredoxin concert thiol/disulfide exchange. J. Biol,2009', 2: 'Corynebacterium glutamicum survives arsenic stress with arsenate reductases coupled to two distinct redox mechanisms. Mol,2011'}"), (0.082, "{1: 'Arsenate reductase, mycothiol, and mycoredoxin concert thiol/disulfide exchange. J. Biol,2009', 2: 'Corynebacterium glutamicum survives arsenic stress with arsenate reductases coupled to two distinct redox mechanisms. Mol,2011'}")]
3.1.1.1	Sulfolobus islandicus	3WJ1.pdb	mol_2921.sdf	8	-----	[(0.0356, '237'), (0.0254, '237'), (0.0241, '237')]
3.1.1.1	Sulfolobus islandicus	3WJ1.pdb	mol_2922.sdf	8	-----	[(0.0331, '237'), (0.0239, '237'), (0.0219, '237')]
3.1.1.1	Sulfolobus islandicus	3WJ1.pdb	mol_2923.sdf	8	-----	[(0.0361, '237'), (0.0203, '237'), (0.0191, '237')]
3.1.1.1	Homo sapiens	5A7F.pdb	mol_2936.sdf	-----	-----	[(0.123, '183'), (0.094, '183')]
3.1.1.1	Homo sapiens	5A7F.pdb	mol_2938.sdf	8	37°C	[(0.0009, '95'), (0.0007, '95')]
3.1.1.1	Homo sapiens	5A7F.pdb	mol_2941.sdf	8	37°C	[(0.0017, '95'), (0.0015, '95')]
3.1.1.1	Homo sapiens	5A7F.pdb	mol_2946.sdf	8	37°C	[(0.0021, '95'), (0.0018, '95')]
3.1.1.1	Homo sapiens	5A7F.pdb	mol_2947.sdf	8	37°C	[(0.0025, '95'), (0.0017, '95')]
3.1.1.1	Homo sapiens	5A7F.pdb	mol_2949.sdf	-----	-----	[(0.397, '183'), (0.245, '183')]
3.1.1.1	Homo sapiens	5A7F.pdb	mol_2950.sdf	8	37°C	[(0.0038, '95'), (0.0024, '95')]
3.1.1.20	Lactiplantibacillus plantarum	4J0D.pdb	mol_3031.sdf	8	37°C	[(0.62, "{65: 'Identification and cloning of a gene encoding tannase (tannin acylhydrolase) from Lactobacillus plantarum ATCC 14917(T). Syst. Appl,2008', 108: 'Crystallographic and mutational analyses of tannase from Lactobacillus plantarum,2013'}"), (0.37, '100')]
3.1.1.20	Lactiplantibacillus plantarum	4J0D.pdb	mol_3031.sdf	7	37°C	[(1.1, '113'), (0.67, '113')]
3.1.1.4	Homo sapiens	3F97.pdb	mol_3102.sdf	7.4	37°C	[(0.0142, '179'), (0.0137, '179')]
3.1.1.41	Thermotoga maritima	5JIB.pdb	mol_3110.sdf	8	50°C	[(1.563, '29'), (1.12, '29'), (1.135, '29'), (1.384, '29')]
3.1.1.41	Thermotoga maritima	5JIB.pdb	mol_2924.sdf	8	50°C	[(0.309, '29'), (0.193, '29'), (0.175, '29'), (0.231, '29')]
3.1.1.41	Thermotoga maritima	5JIB.pdb	mol_2429.sdf	8	50°C	[(0.197, '29'), (0.175, '29'), (0.148, '29'), (0.187, '29')]
3.1.1.41	Thermotoga maritima	5JIB.pdb	mol_3111.sdf	8	50°C	[(0.224, '29'), (0.203, '29'), (0.207, "{29: 'Structural role of a conserved active site cis proline in the Thermotoga maritima acetyl esterase from the carbohydrate esterase family 7,2017'}")]
3.1.1.74	Thermobifida cellulosilytica	5LUI.pdb	mol_2921.sdf	7	25°C	[(1.3, '90'), (0.9, '90'), (0.8, "{90: 'Enhanced cutinase-catalyzed hydrolysis of polyethylene terephthalate by covalent fusion to hydrophobins. Appl. Environ,2015'}")]
3.1.1.74	Thermobifida cellulosilytica	5LUI.pdb	mol_2924.sdf	7	25°C	[(2.4, '90'), (1.4, '90'), (2.3, '90'), (1.5, "{78: 'Surface engineering of a cutinase from Thermobifida cellulosilytica for improved polyester hydrolysis. Biotechnol,2013', 90: 'Enhanced cutinase-catalyzed hydrolysis of polyethylene terephthalate by covalent fusion to hydrophobins. Appl. Environ,2015'}")]
3.1.1.81	Bacillus thuringiensis	5EHT.pdb	mol_3159.sdf	7.5	-----	[(6.0, "{40: 'A phenylalanine clamp controls substrate specificity in the quorum-quenching metallo-gamma-lactonase from Bacillus thuringiensis,2013'}")]
3.1.2.6	Salmonella enterica subsp. enterica serovar Typhimurium	2QED.pdb	mol_3230.sdf	with	-----	[(0.463, '62'), (0.295, '62'), (0.241, '62')]
3.1.3.11	Sus scrofa	1NUW.pdb	mol_3254.sdf	7.5	-----	[(0.0022, "{134: 'Origin of cooperativity in the activation of fructose-1,6-bisphosphatase by Mg2+. J. Biol,2004', 168: 'Evolutionary conserved N-terminal region of human muscle fructose 1,6-bisphosphatase regulates its activity and the interaction with aldolase,2008'}"), (0.00175, '108'), (0.0018, "{134: 'Origin of cooperativity in the activation of fructose-1,6-bisphosphatase by Mg2+. J. Biol,2004'}")]
3.1.3.11	Homo sapiens	7WJV.pdb	mol_3254.sdf	-----	-----	[(0.0022, "{134: 'Origin of cooperativity in the activation of fructose-1,6-bisphosphatase by Mg2+. J. Biol,2004', 168: 'Evolutionary conserved N-terminal region of human muscle fructose 1,6-bisphosphatase regulates its activity and the interaction with aldolase,2008'}"), (0.0021, "{108: 'Mutations in the hinge of a dynamic loop broadly influence functional properties of fructose-1,6-bisphosphatase. J. Biol,2000', 131: 'The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP,2005', 159: 'Glu 69 is essential for the high sensitivity of muscle fructose-1,6-bisphosphatase inhibition by calcium ions,2007', 168: 'Evolutionary conserved N-terminal region of human muscle fructose 1,6-bisphosphatase regulates its activity and the interaction with aldolase,2008'}"), (0.0014, "{99: 'Purification, kinetic studies, and homology model of Escherichia coli fructose-1,6-bisphosphatase. Biochim. Biophys,2002', 163: 'Structures of activated fructose-1,6-bisphosphatase from Escherichia coli. Coordinate regulation of bacterial metabolism and the conservation of the R-state. J. Biol,2007', 168: 'Evolutionary conserved N-terminal region of human muscle fructose 1,6-bisphosphatase regulates its activity and the interaction with aldolase,2008'}"), (0.0015, "{131: 'The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP,2005', 168: 'Evolutionary conserved N-terminal region of human muscle fructose 1,6-bisphosphatase regulates its activity and the interaction with aldolase,2008'}"), (0.0019, "{131: 'The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP,2005', 168: 'Evolutionary conserved N-terminal region of human muscle fructose 1,6-bisphosphatase regulates its activity and the interaction with aldolase,2008'}"), (0.0017, "{131: 'The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP,2005', 163: 'Structures of activated fructose-1,6-bisphosphatase from Escherichia coli. Coordinate regulation of bacterial metabolism and the conservation of the R-state. J. Biol,2007', 168: 'Evolutionary conserved N-terminal region of human muscle fructose 1,6-bisphosphatase regulates its activity and the interaction with aldolase,2008'}")]
3.1.3.11	Homo sapiens	7WJV.pdb	mol_3254.sdf	7.5	37°C	[(0.0021, "{108: 'Mutations in the hinge of a dynamic loop broadly influence functional properties of fructose-1,6-bisphosphatase. J. Biol,2000', 131: 'The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP,2005', 159: 'Glu 69 is essential for the high sensitivity of muscle fructose-1,6-bisphosphatase inhibition by calcium ions,2007', 168: 'Evolutionary conserved N-terminal region of human muscle fructose 1,6-bisphosphatase regulates its activity and the interaction with aldolase,2008'}"), (0.0013, "{108: 'Mutations in the hinge of a dynamic loop broadly influence functional properties of fructose-1,6-bisphosphatase. J. Biol,2000', 131: 'The origin of the high sensitivity of muscle fructose 1,6-bisphosphatase towards AMP,2005', 134: 'Origin of cooperativity in the activation of fructose-1,6-bisphosphatase by Mg2+. J. Biol,2004'}")]
3.1.3.12	Brugia malayi	5E0O.pdb	mol_3258.sdf	7.5	22°C	[(0.36, '56'), (0.26, '56')]
3.1.3.26	Escherichia coli	7Z2T.pdb	mol_3304.sdf	2.5	-----	[(0.121, '112'), (0.072, '112')]
3.1.3.5	Homo sapiens	2JC9.pdb	mol_2280.sdf	7.4	-----	[(2.17, '82'), (1.8, '82')]
3.1.4.17	Saccharomyces cerevisiae	4OJX.pdb	mol_3376.sdf	7.5	22°C	[(0.1175, '104'), (0.11, '104'), (0.0988, '104'), (0.0773, '104'), (0.1157, '104')]
3.1.4.17	Saccharomyces cerevisiae	4OJX.pdb	mol_3377.sdf	7.5	22°C	[(0.1913, '104'), (0.0968, '104'), (0.1047, '104'), (0.1048, '104'), (0.1539, '104')]
3.1.4.35	Gallus gallus	3DBA.pdb	mol_3376.sdf	-----	-----	[(0.82, '72'), (0.717, '72')]
3.1.4.59	Staphylococcus aureus	5XSP.pdb	mol_3400.sdf	8	37°C	[(0.145, '3'), (0.0997, '3')]
3.1.8.1	Agrobacterium tumefaciens	5VEJ.pdb	mol_3456.sdf	9.1	37°C	[(0.41, '91'), (0.36, '91')]
3.13.2.1	Synechocystis sp. PCC 6803	7O5L.pdb	mol_3494.sdf	7.5	20°C	[(0.0073, '138'), (0.00614, '138'), (0.00682, '138'), (0.00534, '138'), (0.00473, '138')]
3.2.1.10	Homo sapiens	3LPP.pdb	mol_3504.sdf	6.2	37°C	[(9.8, '67'), (8.9, '67')]
3.2.1.14	Trichoderma harzianum	6EPB.pdb	mol_3542.sdf	6.5	-----	[(1.1, '187'), (0.9, '187')]
3.2.1.169	Bacteroides thetaiotaomicron	5FKY.pdb	mol_3571.sdf	-----	-----	[(0.3, '17'), (0.28, '17')]
3.2.1.176	Rasamsonia emersonii	3PFZ.pdb	mol_3582.sdf	5	22°C	[(0.88, '75'), (0.56, '75')]
3.2.1.176	Rasamsonia emersonii	3PFZ.pdb	mol_3582.sdf	5	45°C	[(1.1, '75'), (0.96, '75')]
3.2.1.177	Escherichia coli	2F2H.pdb	mol_3594.sdf	7	37°C	[(0.71, '4'), (0.52, '8')]
3.2.1.199	Escherichia coli	5AEG.pdb	mol_3618.sdf	-----	-----	[(0.22, '2'), (0.15, '4')]
3.2.1.21	Zea mays	1H49.pdb	mol_3642.sdf	5.8	37°C	[(0.101, '270'), (0.076, '270')]
3.2.1.21	Thermosphaera aggregans	7WDO.pdb	mol_3640.sdf	6.5	65°C	[(0.38, '300'), (0.2, '300')]
3.2.1.22	Thermotoga maritima	6GVD.pdb	mol_3621.sdf	5	37°C	[(0.11, "{204: 'Improvement of the efficiency of transglycosylation catalyzed by alpha-galactosidase from Thermotoga maritima by protein engineering,2013'}"), (0.1, "{204: 'Improvement of the efficiency of transglycosylation catalyzed by alpha-galactosidase from Thermotoga maritima by protein engineering,2013', 205: 'A novel alpha-D-galactosynthase from Thermotoga maritima converts beta-D-galactopyranosyl azide to alpha-galacto-oligosaccharides,2011'}")]
3.2.1.4	Pyrococcus horikoshii	3VVG.pdb	mol_3703.sdf	5-6	50°C	[(1.44, '171'), (0.76, '171'), (1.13, '171'), (0.95, "{163: 'Improvement of the enzymatic activity of the hyperthermophilic cellulase from Pyrococcus horikoshii,2007', 171: 'Analysis of active center in hyperthermophilic cellulase from Pyrococcus horikoshii. J. Microbiol,2007'}")]
3.2.1.45	Thermoanaerobacterium xylanolyticum	5O0S.pdb	mol_3609.sdf	5.5	60°C	[(0.21, '118'), (0.18, '118')]
3.2.1.45	Homo sapiens	6Q6N.pdb	mol_3718.sdf	6	37°C	[(0.019, '102'), (0.015, '102')]
3.2.1.50	Clostridium perfringens	4A41.pdb	mol_3724.sdf	7.4	37°C	[(0.28, '29'), (0.2, '29')]
3.2.1.50	Clostridium perfringens	4A41.pdb	mol_3725.sdf	7.4	37°C	[(7.8, '29'), (4.3, '29')]
3.2.1.52	Streptococcus pneumoniae	3RPM.pdb	mol_3571.sdf	7.5	37°C	[(0.85, '172'), (0.7, '172'), (0.787, '172'), (0.837, '172'), (0.5, "{172: 'Structural basis for the substrate specificity of a novel {beta}-N-acetyl-hexosaminidase StrH from Streptococcus pneumoniae R6. J. Biol,2011'}")]
3.2.1.52	Streptococcus pneumoniae	3RPM.pdb	mol_3735.sdf	7.5	37°C	[(1.31, '172'), (0.98, '172'), (1.03, '172')]
3.2.1.55	Acetivibrio thermocellus	5A8C.pdb	mol_3697.sdf	5.7	50°C	[(0.05, '143'), (0.04, '143')]
3.2.1.55	Acetivibrio thermocellus	5A8C.pdb	mol_3743.sdf	5.7	50°C	[(0.097, '143'), (0.093, '143')]
3.2.1.73	Bacillus subtilis	3O5S.pdb	mol_3759.sdf	6	50°C	[(3.1, "{34: 'Directed mutagenesis of specific active site residues on Fibrobacter succinogenes 1,3-1,4-beta-D-glucanase significantly affects catalysis and enzyme structural stability. J. Biol,2001', 102: 'A designed bifunctional laccase/beta-1,3-1,4-glucanase enzyme shows synergistic sugar release from milled sugarcane bagasse. Protein Eng. Des,2013'}"), (2.1, "{34: 'Directed mutagenesis of specific active site residues on Fibrobacter succinogenes 1,3-1,4-beta-D-glucanase significantly affects catalysis and enzyme structural stability. J. Biol,2001', 102: 'A designed bifunctional laccase/beta-1,3-1,4-glucanase enzyme shows synergistic sugar release from milled sugarcane bagasse. Protein Eng. Des,2013'}")]
3.2.1.76	Homo sapiens	6I6R.pdb	mol_3761.sdf	3.5	37°C	[(0.13, '70'), (0.12, '70')]
3.2.1.91	Cellulomonas fimi	3CUF.pdb	mol_3578.sdf	-----	-----	[(1.1, "{58: 'Evaluation of a new system for developing particulate enzymes based on the surface (S)-layer protein (RsaA) of Caulobacter crescentus: fusion with the beta-1,4-glycanase (Cex) from the cellulolytic bacterium Cellulomonas fimi yields a robust, catalytically active product. Appl. Biochem,2005', 83: 'Production and characterization of cellobiohydrolase from a novel strain of Penicillium purpurogenum KJS506. Appl. Biochem,2011'}"), (0.6, '58')]
3.2.2.1	Trypanosoma vivax	3EPW.pdb	mol_2280.sdf	7.2	35°C	[(0.00537, '27'), (0.0052, '27')]
3.4.11.10	Vibrio proteolyticus	1RTQ.pdb	mol_3853.sdf	8	25°C	[(0.013, '53'), (0.0106, '47')]
3.4.11.15	Pyrococcus furiosus	4X8I.pdb	mol_3871.sdf	8	100°C	[(4.6, '14'), (4.0, '14')]
3.4.11.15	Pyrococcus furiosus	4X8I.pdb	mol_3873.sdf	8	100°C	[(2.7, '14'), (1.8, '14')]
3.4.11.18	Mycobacterium tuberculosis	3PKA.pdb	mol_3874.sdf	8	22°C	[(0.52, '145'), (0.466, '145')]
3.4.11.25	Sphingosinicella xenopeptidilytica	3NDV.pdb	mol_3890.sdf	8	25°C	[(8.2, '3'), (8.1, '1')]
3.4.21.1	Bos taurus	1GG6.pdb	mol_4074.sdf	7.6	25°C	[(0.083, '132'), (0.05, '132'), (0.07, '132')]
3.4.21.1	Bos taurus	1GG6.pdb	mol_3972.sdf	7.8	-----	[(1.1, '143'), (0.59, '143')]
3.4.21.117	Homo sapiens	2QXI.pdb	mol_4137.sdf	7.5	25°C	[(0.0443, '29'), (0.0402, '29')]
3.4.21.5	Homo sapiens	5AFY.pdb	mol_4212.sdf	-----	37°C	[(0.464, '215'), (0.435, '215')]
3.4.21.9	Homo sapiens	6ZOV.pdb	mol_4254.sdf	-----	37°C	[(0.143, '52'), (0.123, '52')]
3.4.22.2	Carica papaya	2CIO.pdb	mol_4289.sdf	8	45°C	[(812.1, '90'), (700.5, '90'), (530.7, '90')]
3.4.22.2	Carica papaya	2CIO.pdb	mol_4289.sdf	7.5	22°C	[(0.00079, "{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}"), (0.00062, "{94: 'Cysteine enhances activity and stability of immobilized papain,2010', 138: 'Enhanced activity and stability of papain immobilized on CNBr-activated sepharose. Int. J. Biol,2015'}")]
3.5.1.114	Mus musculus	3NH4.pdb	mol_4530.sdf	and	-----	[(0.45, '5'), (0.3, '5')]
3.5.1.114	Mus musculus	3NH4.pdb	mol_4535.sdf	7.5	-----	[(4.51, '3'), (3.02, '3')]
3.5.1.14	Homo sapiens	1Q7L.pdb	mol_2702.sdf	-----	-----	[(70.0, '45'), (63.0, "{45: 'Probing the acyl-binding pocket of aminoacylase-1,2008', 46: 'N-acetylamino acid utilization by kidney aminoacylase-1,2008'}")]
3.5.1.25	Escherichia coli	2P53.pdb	mol_4602.sdf	-----	-----	[(0.24, '17'), (0.2, '17'), (0.23, '17')]
3.5.1.9	Burkholderia cenocepacia	4COG.pdb	mol_4667.sdf	7.4	25°C	[(0.98, '29'), (0.57, '29')]
3.5.1.9	Pseudomonas aeruginosa	4COG.pdb	mol_4667.sdf	7.4	25°C	[(0.98, '29'), (0.57, '29')]
3.5.2.20	Roseibium aggregatum	5NNA.pdb	mol_111.sdf	and	-----	[(0.0157, '5'), (0.00967, '5')]
3.5.2.20	Ralstonia solanacearum	5NNA.pdb	mol_111.sdf	and	-----	[(0.0157, '5'), (0.00967, '5')]
3.5.2.6	Escherichia coli	6R73.pdb	mol_4700.sdf	7.2	25°C	[(0.151, '272'), (0.083, '272')]
3.5.2.6	Escherichia coli	6R73.pdb	mol_4695.sdf	7.2	25°C	[(0.058, '272'), (0.054, '272')]
3.5.2.6	Escherichia coli	6R73.pdb	mol_1103.sdf	7.2	25°C	[(0.258, '272'), (0.229, '272')]
3.5.2.6	Escherichia coli	2HDS.pdb	mol_4703.sdf	-----	-----	[(45.0, '195'), (25.0, '195')]
3.5.2.6	Escherichia coli	2HDS.pdb	mol_4699.sdf	-----	-----	[(1.5, '195'), (1.0, '195')]
3.5.2.6	Escherichia coli	2HDS.pdb	mol_4704.sdf	-----	-----	[(950.0, '195'), (650.0, '195')]
3.5.2.6	Escherichia coli	3ISG.pdb	mol_1103.sdf	7.4	-----	[(0.036, '198'), (0.029, '198'), (0.021, "{198: 'The role of OXA-1 beta -lactamase Asp66 in the stabilization of the active-site carbamate group and in substrate turnover. Biochem,2008'}")]
3.5.2.6	Aeromonas hydrophila	2QDS.pdb	mol_4724.sdf	6.5	30°C	[(0.17, '199'), (0.166, '127')]
3.5.3.3	Pseudomonas putida	1CHM.pdb	mol_2704.sdf	7.7	50°C	[(10.9, '32'), (7.8, '32'), (7.0, "{32: 'Production of encapsulated creatinase using yeast spores,2017'}")]
3.5.4.29	Methanocaldococcus jannaschii	2QV6.pdb	mol_1825.sdf	8	70°C	[(0.063, '1'), (0.054, '1')]
3.5.4.4	Homo sapiens	3IAR.pdb	mol_2297.sdf	8	-----	[(0.02064, '121'), (0.01728, '121')]
3.5.4.9	Homo sapiens	1DIA.pdb	mol_1511.sdf	-----	30°C	[(0.077, '28'), (0.06, '28'), (0.071, '28')]
3.5.99.6	Escherichia coli	1FS5.pdb	mol_4786.sdf	6.8	30°C	[(2.0, '48'), (1.9, '48')]
3.5.99.6	Escherichia coli	1FS5.pdb	mol_4786.sdf	8.1	30°C	[(3.6, '48'), (2.3, '48'), (2.9, '48')]
3.6.1.1	Sulfolobus acidocaldarius	2BQY.pdb	mol_810.sdf	3	55°C	[(0.237, '121'), (0.189, '121')]
3.6.1.23	Mycobacterium tuberculosis	1SIX.pdb	mol_4791.sdf	7.5	20°C	[(0.0014, '128'), (0.0009, '108')]
3.6.1.5	Rattus norvegicus	3ZX3.pdb	mol_2086.sdf	7.4	25°C	[(0.0059, '105'), (0.0047, '105')]
3.6.1.5	Rattus norvegicus	3ZX3.pdb	mol_2087.sdf	7.4	25°C	[(0.0175, '105'), (0.0113, '105')]
3.6.5.3	Saccharolobus solfataricus	2QTH.pdb	mol_1825.sdf	7.8	50°C	[(0.0141, '98'), (0.0129, '98')]
3.8.1.5	Xanthobacter autotrophicus	1B6G.pdb	mol_4891.sdf	-----	-----	[(0.53, '17'), (0.52, '25')]
4.1.1.20	Escherichia coli	1KNW.pdb	mol_1400.sdf	8	37°C	[(1.9, '36'), (0.97, '35,36')]
4.1.1.20	Mycobacterium tuberculosis	1HKV.pdb	mol_1400.sdf	8	37°C	[(1.62, '35'), (1.6, '36')]
4.1.1.20	Vibrio cholerae serotype O1	1KNW.pdb	mol_1400.sdf	8	37°C	[(1.9, '36'), (0.97, '35,36')]
4.1.1.31	Escherichia coli	1JQN.pdb	mol_2444.sdf	-----	-----	[(0.29, "{22: 'Purification and molecular and kinetic properties of phosphoenolpyruvate carboxylase from Amaranthus viridis L. leaves,1986', 50: 'Three-dimensional structure of phosphoenolpyruvate carboxylase: a proposed mechanism for allosteric inhibition. Proc. Natl. Acad. Sci,1999', 105: 'Tree stem phosphoenolpyruvate carboxylase (PEPC): lack of biochemical and localization evidence for a C4-like photosynthesis system,2007'}"), (0.19, "{50: 'Three-dimensional structure of phosphoenolpyruvate carboxylase: a proposed mechanism for allosteric inhibition. Proc. Natl. Acad. Sci,1999', 172: ''}")]
4.1.1.32	Homo sapiens	1KHB.pdb	mol_1826.sdf	-----	-----	[(0.045, '54'), (0.041, '54'), (0.044, "{54: 'Tyr235 of human cytosolic phosphoenolpyruvate carboxykinase influences catalysis through an anion-quadrupole interaction with phosphoenolpyruvate carboxylate,2008'}")]
4.1.1.33	Staphylococcus epidermidis	3QT6.pdb	mol_810.sdf	7	30°C	[(0.027, '48'), (0.0267, '57')]
4.1.1.4	Clostridium acetobutylicum	3BGT.pdb	mol_314.sdf	5.95	25°C	[(5.7, '26'), (4.1, '26')]
4.1.1.4	Chromobacterium violaceum	3BGT.pdb	mol_314.sdf	5.95	25°C	[(5.7, '26'), (4.1, '26')]
4.1.1.7	Pseudomonas putida	5DEI.pdb	mol_4911.sdf	-----	-----	[(0.8, "{22: 'Exchanging the substrate specificities of pyruvate decarboxylase from Zymomonas mobilis and benzoylformate decarboxylase from Pseudomonas putida. Protein Eng. Des,2005', 27: 'Factors mediating activity, selectivity, and substrate specificity for the thiamin diphosphate-dependent enzymes benzaldehyde lyase and benzoylformate decarboxylase,2006', 37: 'Saturation mutagenesis of putative catalytic residues of benzoylformate decarboxylase provides a challenge to the accepted mechanism. Proc. Natl. Acad. Sci,2008'}"), (0.54, "{19: 'Alteration of the substrate specificity of benzoylformate decarboxylase from Pseudomonas putida by directed evolution,2003', 33: 'Improving the carboligase activity of benzoylformate decarboxylase from Pseudomonas putida by a combination of directed evolution and site-directed mutagenesis,2002', 37: 'Saturation mutagenesis of putative catalytic residues of benzoylformate decarboxylase provides a challenge to the accepted mechanism. Proc. Natl. Acad. Sci,2008'}")]
4.1.2.13	Escherichia coli	5VJE.pdb	mol_3254.sdf	-----	30°C	[(0.19, '81'), (0.14, '105')]
4.1.2.13	Mycobacterium tuberculosis	3ELF.pdb	mol_3257.sdf	-----	-----	[(0.01598, '129'), (0.01503, '129')]
4.1.2.13	Toxoplasma gondii	5TKL.pdb	mol_3254.sdf	7.5	25°C	[(0.0045, '187'), (0.00405, '187')]
4.1.2.17	Escherichia coli	1FUA.pdb	mol_4991.sdf	7.5	37°C	[(2.2, '15'), (2.0, '11')]
4.1.2.20	Escherichia coli	1DXF.pdb	mol_4994.sdf	-----	-----	[(0.15, '10'), (0.1, '10')]
4.1.2.4	Escherichia coli	1JCL.pdb	mol_2478.sdf	7.5	25°C	[(0.55, '53'), (0.34, '53')]
4.1.2.47	Manihot esculenta	1DWO.pdb	mol_5018.sdf	-----	-----	[(120.0, "{60: 'Identification of potential active-site residues in the hydroxynitrile lyase from Manihot esculenta by site-directed mutagenesis. J. Biol,1996'}"), (101.0, '60')]
4.1.2.49	Aeromonas jandaei	3WGB.pdb	mol_393.sdf	8	30°C	[(0.513, '3'), (0.37, '2')]
